Polarization of Light 'Brewsters' Data File Tue, Feb 07, 2023 11:12 AM
Sensor Position (Degrees)	Light Intensity (Volts)
161.86667	0.06406
161.68333	0.05729
161.55000	0.05198
161.36667	0.04795
161.20000	0.04876
161.08333	0.04956
160.95000	0.05601
160.81667	0.06116
160.71667	0.06406
160.65000	0.06776
160.58333	0.06954
160.55000	0.06841
160.50000	0.06873
160.41667	0.07260
160.26667	0.07099
160.08333	0.06986
159.88333	0.07195
159.70000	0.06873
159.58333	0.06857
159.45000	0.06615
159.35000	0.06664
159.25000	0.06873
159.15000	0.06293
159.03333	0.06358
158.91667	0.06954
158.80000	0.06503
158.68333	0.05794
158.56667	0.06213
158.46667	0.06422
158.36667	0.06503
158.25000	0.06921
158.15000	0.07131
158.03333	0.06873
157.91667	0.07099
157.83333	0.06583
157.76667	0.06277
157.71667	0.06245
157.66667	0.06422
157.61667	0.06438
157.58333	0.06970
157.51667	0.07050
157.46667	0.07389
157.40000	0.06744
157.31667	0.07179
157.25000	0.07308
157.20000	0.06793
157.18333	0.07211
157.10000	0.07211
157.05000	0.07276
156.98333	0.07227
156.88333	0.07260
156.80000	0.07018
156.73333	0.06583
156.60000	0.07276
156.45000	0.07147
156.30000	0.06986
156.15000	0.07099
156.05000	0.07066
155.95000	0.07356
155.83333	0.06680
155.70000	0.07066
155.60000	0.07018
155.53333	0.06358
155.45000	0.06680
155.40000	0.06454
155.33333	0.06406
155.23333	0.06358
155.11667	0.06970
154.96667	0.06728
154.83333	0.06390
154.73333	0.06277
154.61667	0.05939
154.50000	0.06100
154.40000	0.06180
154.30000	0.05729
154.20000	0.06325
154.10000	0.06358
153.98333	0.06744
153.85000	0.06970
153.73333	0.07179
153.61667	0.07115
153.46667	0.06648
153.35000	0.06615
153.26667	0.06084
153.16667	0.05182
153.06667	0.05198
152.98333	0.06197
152.88333	0.06261
152.80000	0.06277
152.70000	0.06325
152.58333	0.06486
152.48333	0.06825
152.40000	0.06760
152.31667	0.07147
152.20000	0.07356
152.08333	0.07082
152.00000	0.06841
151.90000	0.06035
151.78333	0.05439
151.63333	0.05939
151.46667	0.05955
151.28333	0.06245
151.15000	0.05955
151.05000	0.06148
150.96667	0.06551
150.88333	0.06986
150.83333	0.07501
150.78333	0.07678
150.75000	0.07823
150.70000	0.07533
150.66667	0.06470
150.60000	0.07260
150.51667	0.08017
150.40000	0.08049
150.28333	0.07662
150.15000	0.08146
150.03333	0.08001
149.95000	0.07985
149.86667	0.07662
149.75000	0.08017
149.63333	0.07840
149.55000	0.07840
149.51667	0.07856
149.46667	0.07856
149.41667	0.07856
149.36667	0.07437
149.28333	0.07743
149.21667	0.07340
149.15000	0.07566
149.06667	0.07743
148.95000	0.07582
148.81667	0.07936
148.66667	0.08194
148.48333	0.08017
148.30000	0.07324
148.20000	0.06068
148.10000	0.06374
148.01667	0.06631
147.95000	0.06809
147.88333	0.07195
147.81667	0.07340
147.76667	0.06760
147.73333	0.07147
147.68333	0.06809
147.63333	0.06905
147.56667	0.06825
147.50000	0.07244
147.46667	0.06970
147.41667	0.06406
147.35000	0.07324
147.28333	0.06954
147.18333	0.06519
147.11667	0.06728
147.03333	0.06245
146.95000	0.05214
146.83333	0.05327
146.73333	0.05343
146.61667	0.05713
146.50000	0.06744
146.40000	0.07163
146.30000	0.07356
146.23333	0.07437
146.18333	0.07678
146.13333	0.07856
146.08333	0.07920
146.00000	0.08097
145.93333	0.08178
145.85000	0.08355
145.73333	0.08323
145.60000	0.08258
145.46667	0.07260
145.30000	0.06261
145.15000	0.05278
145.03333	0.05890
144.96667	0.06132
144.90000	0.06889
144.81667	0.07066
144.71667	0.07340
144.65000	0.07823
144.61667	0.08033
144.58333	0.08758
144.51667	0.08935
144.46667	0.09096
144.40000	0.08870
144.31667	0.09112
144.25000	0.09466
144.15000	0.09015
144.05000	0.09418
143.95000	0.08999
143.85000	0.09193
143.76667	0.09160
143.68333	0.09080
143.58333	0.09418
143.45000	0.09273
143.31667	0.08597
143.18333	0.08532
143.05000	0.07888
142.98333	0.08323
142.90000	0.08742
142.81667	0.08806
142.75000	0.08806
142.65000	0.08484
142.55000	0.08887
142.40000	0.09048
142.28333	0.08967
142.15000	0.08935
142.05000	0.09064
141.95000	0.08629
141.86667	0.08548
141.80000	0.08532
141.68333	0.09128
141.60000	0.09321
141.50000	0.09128
141.43333	0.09515
141.36667	0.09611
141.28333	0.09547
141.18333	0.08935
141.08333	0.08725
140.98333	0.09064
140.90000	0.09209
140.83333	0.09080
140.76667	0.09128
140.70000	0.09112
140.61667	0.09611
140.53333	0.09354
140.45000	0.09338
140.36667	0.09450
140.28333	0.09338
140.18333	0.09756
140.08333	0.09773
140.00000	0.10369
139.93333	0.09837
139.81667	0.09611
139.73333	0.10127
139.66667	0.09660
139.56667	0.08790
139.46667	0.09144
139.38333	0.09144
139.31667	0.09901
139.25000	0.08597
139.18333	0.08613
139.11667	0.07743
139.05000	0.07952
138.96667	0.08500
138.88333	0.08758
138.80000	0.09338
138.71667	0.09257
138.60000	0.08951
138.45000	0.07823
138.31667	0.08339
138.18333	0.08790
138.10000	0.09386
138.03333	0.09096
137.98333	0.09144
137.95000	0.09628
137.86667	0.09644
137.80000	0.09950
137.73333	0.10240
137.66667	0.08709
137.58333	0.08613
137.50000	0.09257
137.40000	0.09837
137.35000	0.09064
137.30000	0.09273
137.25000	0.08709
137.18333	0.08887
137.13333	0.09370
137.06667	0.09466
137.00000	0.09773
136.91667	0.09869
136.83333	0.09515
136.73333	0.07775
136.61667	0.06599
136.50000	0.07260
136.43333	0.07469
136.36667	0.07372
136.30000	0.08162
136.23333	0.08613
136.18333	0.09611
136.13333	0.11029
136.08333	0.11093
136.05000	0.10417
136.01667	0.09257
135.98333	0.09289
135.93333	0.09128
135.88333	0.09209
135.83333	0.09611
135.76667	0.10046
135.68333	0.10369
135.60000	0.10707
135.50000	0.10868
135.40000	0.10916
135.31667	0.11254
135.25000	0.11093
135.20000	0.11883
135.16667	0.11351
135.11667	0.11206
135.05000	0.11593
134.98333	0.11561
134.90000	0.11222
134.85000	0.11319
134.78333	0.11029
134.70000	0.11319
134.63333	0.11287
134.56667	0.11287
134.50000	0.10852
134.40000	0.10820
134.30000	0.10997
134.20000	0.10836
134.08333	0.11045
133.98333	0.11496
133.90000	0.11367
133.83333	0.11351
133.75000	0.11609
133.70000	0.11561
133.63333	0.11657
133.56667	0.11625
133.53333	0.11416
133.48333	0.11367
133.41667	0.11367
133.35000	0.11287
133.30000	0.11850
133.23333	0.11738
133.16667	0.11673
133.13333	0.11995
133.06667	0.11754
132.96667	0.11867
132.86667	0.11706
132.78333	0.11641
132.70000	0.11657
132.61667	0.10997
132.56667	0.11464
132.48333	0.11271
132.40000	0.10884
132.30000	0.11093
132.23333	0.11303
132.16667	0.10803
132.10000	0.11222
132.03333	0.11319
131.96667	0.11657
131.91667	0.11561
131.88333	0.11754
131.85000	0.12124
131.80000	0.12285
131.76667	0.12463
131.73333	0.12527
131.68333	0.12446
131.56667	0.12350
131.40000	0.11561
131.25000	0.11544
131.11667	0.10224
130.98333	0.09724
130.91667	0.10288
130.81667	0.11174
130.75000	0.11399
130.68333	0.12801
130.61667	0.12898
130.53333	0.12688
130.43333	0.13010
130.31667	0.12881
130.20000	0.12414
130.08333	0.12269
129.98333	0.12736
129.88333	0.12334
129.81667	0.12285
129.71667	0.12430
129.65000	0.13026
129.53333	0.12914
129.38333	0.13091
129.26667	0.13107
129.13333	0.13429
129.01667	0.13187
128.91667	0.12656
128.83333	0.12382
128.78333	0.12140
128.71667	0.12028
128.65000	0.12189
128.53333	0.11818
128.43333	0.11963
128.36667	0.12044
128.31667	0.12446
128.26667	0.12978
128.20000	0.12849
128.13333	0.13252
128.05000	0.13139
127.98333	0.13461
127.90000	0.13751
127.81667	0.14122
127.71667	0.13896
127.65000	0.13800
127.56667	0.13928
127.50000	0.13961
127.41667	0.13848
127.33333	0.14057
127.25000	0.14202
127.18333	0.14186
127.13333	0.13494
127.06667	0.13445
127.00000	0.13284
126.91667	0.13252
126.85000	0.13316
126.71667	0.13655
126.55000	0.12849
126.40000	0.12543
126.28333	0.11850
126.18333	0.10481
126.11667	0.10127
126.05000	0.10046
125.95000	0.11142
125.83333	0.11416
125.73333	0.11754
125.65000	0.10965
125.56667	0.08999
125.48333	0.08822
125.41667	0.09305
125.28333	0.07260
125.16667	0.07324
125.05000	0.06873
124.93333	0.08419
124.80000	0.08790
124.63333	0.07066
124.51667	0.06245
124.41667	0.07356
124.33333	0.09241
124.25000	0.10997
124.13333	0.11883
124.03333	0.12157
123.93333	0.12575
123.83333	0.12253
123.70000	0.12833
123.53333	0.13349
123.38333	0.13139
123.25000	0.13800
123.15000	0.14524
123.06667	0.14267
122.96667	0.14202
122.85000	0.14057
122.73333	0.14122
122.60000	0.12044
122.48333	0.10997
122.40000	0.11754
122.30000	0.11126
122.21667	0.11673
122.11667	0.12334
122.01667	0.12946
121.88333	0.13429
121.76667	0.13945
121.66667	0.14911
121.55000	0.14009
121.43333	0.14637
121.33333	0.15314
121.23333	0.15765
121.15000	0.15668
121.03333	0.15878
120.98333	0.16345
120.88333	0.15491
120.76667	0.14186
120.65000	0.14621
120.53333	0.14992
120.38333	0.16393
120.20000	0.16828
120.03333	0.17150
119.88333	0.16989
119.75000	0.17343
119.61667	0.16796
119.48333	0.16747
119.31667	0.15394
119.16667	0.14218
119.03333	0.13671
118.90000	0.13461
118.75000	0.11464
118.53333	0.10369
118.33333	0.10675
118.10000	0.06905
117.95000	0.07292
117.81667	0.09305
117.68333	0.10820
117.53333	0.11577
117.40000	0.13880
117.30000	0.14186
117.21667	0.14379
117.11667	0.15491
117.00000	0.14460
116.88333	0.12302
116.78333	0.13494
116.66667	0.13252
116.60000	0.12479
116.50000	0.12753
116.41667	0.13316
116.31667	0.10852
116.21667	0.11625
116.15000	0.12189
116.06667	0.11190
115.95000	0.12269
115.85000	0.14476
115.80000	0.15024
115.76667	0.15282
115.73333	0.15861
115.70000	0.16586
115.65000	0.17102
115.60000	0.17891
115.55000	0.18181
115.46667	0.17666
115.35000	0.18262
115.25000	0.18745
115.15000	0.17569
115.03333	0.17070
114.93333	0.16554
114.85000	0.17392
114.78333	0.17102
114.68333	0.18278
114.60000	0.18825
114.51667	0.19421
114.41667	0.20130
114.30000	0.20211
114.21667	0.19985
114.15000	0.18519
114.10000	0.19518
114.01667	0.19276
113.91667	0.18551
113.83333	0.19164
113.75000	0.19647
113.65000	0.19631
113.56667	0.19969
113.48333	0.20984
113.36667	0.21113
113.25000	0.20839
113.15000	0.18874
113.05000	0.20162
112.98333	0.20082
112.88333	0.20243
112.81667	0.20646
112.73333	0.21258
112.61667	0.20549
112.51667	0.21225
112.40000	0.21854
112.30000	0.21193
112.21667	0.21225
112.16667	0.21483
112.11667	0.21757
112.05000	0.21870
111.96667	0.22514
111.88333	0.22546
111.80000	0.22530
111.68333	0.20952
111.56667	0.19969
111.46667	0.20452
111.35000	0.19743
111.26667	0.19228
111.18333	0.20050
111.08333	0.20791
111.00000	0.21080
110.90000	0.21693
110.80000	0.22627
110.71667	0.23142
110.60000	0.23658
110.48333	0.23948
110.38333	0.24318
110.26667	0.23932
110.16667	0.24205
110.08333	0.24125
110.00000	0.23803
109.90000	0.23013
109.78333	0.23738
109.66667	0.22192
109.58333	0.19856
109.48333	0.16925
109.40000	0.15008
109.28333	0.15314
109.16667	0.15926
109.06667	0.15249
108.96667	0.15104
108.86667	0.15024
108.78333	0.14379
108.70000	0.15781
108.65000	0.16989
108.58333	0.17617
108.53333	0.18294
108.48333	0.19051
108.43333	0.19679
108.36667	0.21757
108.30000	0.22643
108.23333	0.23110
108.16667	0.23835
108.08333	0.24495
108.01667	0.24350
107.96667	0.24093
107.93333	0.24479
107.86667	0.24318
107.80000	0.23883
107.73333	0.24318
107.66667	0.24222
107.60000	0.23690
107.53333	0.24656
107.45000	0.24060
107.35000	0.22256
107.23333	0.21628
107.11667	0.21966
107.00000	0.19695
106.90000	0.19615
106.80000	0.20629
106.71667	0.21902
106.65000	0.22852
106.56667	0.24012
106.46667	0.25124
106.36667	0.24882
106.23333	0.23835
106.16667	0.24544
106.08333	0.23835
105.96667	0.22450
105.83333	0.23432
105.73333	0.21032
105.61667	0.17955
105.50000	0.18278
105.40000	0.18390
105.30000	0.18616
105.21667	0.19647
105.13333	0.21370
105.06667	0.21854
104.98333	0.23513
104.91667	0.24044
104.83333	0.23899
104.76667	0.24963
104.70000	0.25704
104.61667	0.25172
104.53333	0.25252
104.46667	0.25913
104.41667	0.26815
104.36667	0.26960
104.31667	0.27572
104.25000	0.28071
104.18333	0.26541
104.11667	0.26944
104.01667	0.27959
103.91667	0.28039
103.83333	0.28071
103.76667	0.28732
103.70000	0.29102
103.63333	0.29424
103.56667	0.29811
103.51667	0.29859
103.48333	0.30568
103.43333	0.30729
103.38333	0.31019
103.33333	0.30939
103.26667	0.30761
103.21667	0.30729
103.15000	0.30600
103.08333	0.30697
103.05000	0.30810
103.01667	0.30842
102.96667	0.30906
102.90000	0.30649
102.81667	0.30729
102.75000	0.30649
102.65000	0.30778
102.53333	0.30665
102.43333	0.30713
102.35000	0.30616
102.23333	0.28168
102.15000	0.27137
102.06667	0.27379
101.96667	0.26428
101.86667	0.28281
101.80000	0.29892
101.73333	0.30665
101.66667	0.30278
101.58333	0.28265
101.50000	0.25301
101.40000	0.26203
101.31667	0.28265
101.25000	0.30488
101.18333	0.31422
101.10000	0.31406
101.03333	0.29843
100.96667	0.30472
100.88333	0.31341
100.80000	0.31680
100.71667	0.32211
100.65000	0.31970
100.56667	0.32614
100.48333	0.32759
100.40000	0.33033
100.33333	0.33210
100.25000	0.33097
100.18333	0.33323
100.11667	0.31986
100.08333	0.31986
100.03333	0.32727
100.00000	0.32662
99.96667	0.32872
99.91667	0.32743
99.86667	0.32952
99.80000	0.33129
99.71667	0.33516
99.66667	0.33629
99.58333	0.33903
99.48333	0.33854
99.35000	0.33129
99.25000	0.31615
99.15000	0.30198
99.01667	0.31970
98.91667	0.32211
98.83333	0.31825
98.75000	0.31937
98.66667	0.30069
98.60000	0.29666
98.55000	0.31809
98.51667	0.32662
98.48333	0.33741
98.46667	0.34692
98.41667	0.35336
98.35000	0.35449
98.26667	0.35707
98.18333	0.35385
98.08333	0.35707
98.00000	0.35948
97.91667	0.35836
97.86667	0.35948
97.80000	0.36303
97.75000	0.35658
97.70000	0.34241
97.63333	0.34805
97.56667	0.34579
97.51667	0.34048
97.46667	0.35771
97.45000	0.35111
97.43333	0.35256
97.41667	0.35884
97.38333	0.35981
97.35000	0.35674
97.31667	0.35223
97.26667	0.35256
97.18333	0.35223
97.10000	0.35691
97.01667	0.35948
96.91667	0.35739
96.78333	0.34837
96.68333	0.30439
96.60000	0.27411
96.53333	0.28925
96.43333	0.29714
96.31667	0.31567
96.21667	0.33597
96.10000	0.34402
95.98333	0.35368
95.88333	0.35578
95.78333	0.34885
95.70000	0.35449
95.65000	0.36045
95.58333	0.35787
95.50000	0.36754
95.40000	0.37350
95.30000	0.37720
95.25000	0.37946
95.16667	0.38510
95.06667	0.38187
94.98333	0.37156
94.90000	0.35771
94.78333	0.36931
94.70000	0.37865
94.63333	0.37527
94.53333	0.38058
94.41667	0.38848
94.30000	0.37704
94.16667	0.36206
94.05000	0.36577
93.93333	0.34225
93.85000	0.30133
93.78333	0.32614
93.71667	0.33387
93.63333	0.34499
93.58333	0.35884
93.50000	0.36319
93.41667	0.36319
93.33333	0.38236
93.20000	0.36609
93.06667	0.32839
92.93333	0.34901
92.81667	0.36577
92.71667	0.36206
92.63333	0.37140
92.53333	0.38751
92.45000	0.40845
92.35000	0.42198
92.23333	0.42859
92.13333	0.43149
92.01667	0.43422
91.90000	0.43406
91.81667	0.42988
91.75000	0.40604
91.63333	0.38477
91.51667	0.38316
91.41667	0.38477
91.28333	0.36802
91.16667	0.36287
91.10000	0.37366
91.01667	0.34756
90.93333	0.35256
90.83333	0.37173
90.73333	0.36125
90.60000	0.35127
90.46667	0.37865
90.35000	0.38928
90.25000	0.40088
90.18333	0.42408
90.13333	0.43632
90.06667	0.43439
90.00000	0.44614
89.95000	0.44872
89.88333	0.44405
89.81667	0.40298
89.73333	0.38332
89.68333	0.39299
89.65000	0.39685
89.61667	0.39234
89.58333	0.40459
89.53333	0.41602
89.46667	0.42182
89.36667	0.43696
89.26667	0.44083
89.18333	0.44647
89.10000	0.45162
89.03333	0.45339
88.95000	0.44776
88.86667	0.44099
88.80000	0.44937
88.78333	0.45130
88.76667	0.45211
88.75000	0.45033
88.71667	0.45420
88.65000	0.45597
88.60000	0.46274
88.53333	0.44663
88.48333	0.44904
88.41667	0.43567
88.36667	0.42553
88.30000	0.42955
88.23333	0.43519
88.13333	0.41844
88.01667	0.40314
87.90000	0.39524
87.76667	0.37511
87.61667	0.35385
87.53333	0.38574
87.46667	0.41071
87.36667	0.43712
87.30000	0.47611
87.23333	0.48078
87.18333	0.47659
87.06667	0.47723
86.93333	0.46902
86.83333	0.44776
86.76667	0.44308
86.70000	0.43100
86.61667	0.44260
86.55000	0.45243
86.51667	0.44937
86.46667	0.46612
86.36667	0.48142
86.20000	0.49399
86.03333	0.49850
85.81667	0.48964
85.63333	0.44357
85.45000	0.38590
85.28333	0.36979
85.10000	0.36432
85.00000	0.34917
84.93333	0.37736
84.88333	0.43551
84.81667	0.49318
84.75000	0.52314
84.68333	0.54602
84.63333	0.53828
84.56667	0.52121
84.51667	0.52008
84.46667	0.52105
84.40000	0.51783
84.33333	0.52959
84.30000	0.53506
84.25000	0.53571
84.20000	0.54118
84.10000	0.54908
83.98333	0.54102
83.90000	0.52910
83.80000	0.52814
83.68333	0.51879
83.56667	0.53748
83.46667	0.53796
83.40000	0.52749
83.30000	0.53313
83.20000	0.54022
83.10000	0.50059
83.03333	0.45887
82.96667	0.47514
82.91667	0.46660
82.88333	0.44534
82.85000	0.48803
82.76667	0.48480
82.65000	0.50607
82.56667	0.50494
82.51667	0.50526
82.46667	0.48158
82.36667	0.48142
82.28333	0.49962
82.21667	0.48400
82.18333	0.49914
82.15000	0.50623
82.11667	0.52459
82.08333	0.54360
82.03333	0.54972
82.00000	0.55069
81.96667	0.55600
81.91667	0.56535
81.88333	0.57082
81.83333	0.57646
81.80000	0.56712
81.76667	0.57662
81.71667	0.58403
81.70000	0.58387
81.66667	0.58790
81.65000	0.59676
81.61667	0.60384
81.56667	0.60787
81.50000	0.60997
81.38333	0.60642
81.23333	0.59982
81.08333	0.59064
80.90000	0.58822
80.73333	0.57098
80.61667	0.52846
80.55000	0.53522
80.48333	0.54199
80.40000	0.57018
80.31667	0.58194
80.23333	0.59160
80.16667	0.59402
80.08333	0.60771
79.96667	0.60674
79.83333	0.59982
79.71667	0.57984
79.60000	0.57114
79.51667	0.60159
79.41667	0.61029
79.33333	0.61125
79.23333	0.59949
79.13333	0.59982
79.01667	0.57259
78.93333	0.56196
78.85000	0.51203
78.78333	0.55343
78.71667	0.57485
78.66667	0.57388
78.63333	0.60755
78.58333	0.61158
78.53333	0.62301
78.48333	0.63783
78.45000	0.64975
78.40000	0.66344
78.35000	0.66667
78.30000	0.67488
78.21667	0.67907
78.10000	0.68358
77.98333	0.68616
77.88333	0.67891
77.81667	0.65765
77.76667	0.65378
77.71667	0.64476
77.65000	0.61673
77.56667	0.58387
77.50000	0.59756
77.41667	0.65056
77.31667	0.67214
77.25000	0.69518
77.18333	0.68600
77.13333	0.67553
77.08333	0.63654
77.05000	0.61834
77.00000	0.59531
76.93333	0.58645
76.86667	0.52024
76.76667	0.53732
76.63333	0.44405
76.50000	0.30955
76.35000	0.29489
76.21667	0.34676
76.08333	0.27798
75.93333	0.11689
75.81667	0.03329
75.70000	0.00478
75.58333	0.00043
75.38333	0.00639
75.21667	0.12865
75.11667	0.14524
75.00000	0.44099
74.85000	0.66892
74.70000	0.67440
74.53333	0.74946
74.36667	0.76460
74.21667	0.77185
74.11667	0.77813
74.05000	0.78055
73.96667	0.79537
73.86667	0.78796
73.80000	0.79344
73.73333	0.80036
73.65000	0.79231
73.58333	0.79424
73.51667	0.79279
73.45000	0.78699
73.38333	0.79247
73.33333	0.79811
73.26667	0.79086
73.18333	0.79424
73.11667	0.80294
73.03333	0.80133
72.98333	0.80487
72.93333	0.80407
72.86667	0.80826
72.75000	0.81019
72.63333	0.79408
72.53333	0.79521
72.45000	0.80262
72.36667	0.80777
72.26667	0.81905
72.15000	0.82759
72.03333	0.81567
71.90000	0.81341
71.78333	0.79344
71.65000	0.75381
71.55000	0.78200
71.48333	0.77862
71.41667	0.74511
71.36667	0.78973
71.30000	0.81518
71.26667	0.82662
71.21667	0.82614
71.16667	0.84176
71.10000	0.85336
71.06667	0.86367
71.00000	0.86657
70.95000	0.85884
70.88333	0.86061
70.81667	0.87333
70.73333	0.88751
70.60000	0.89395
70.46667	0.89830
70.30000	0.89717
70.15000	0.88074
70.00000	0.88332
69.85000	0.87511
69.75000	0.84482
69.68333	0.84273
69.63333	0.86898
69.60000	0.87511
69.55000	0.88477
69.48333	0.89991
69.38333	0.90491
69.25000	0.90636
69.13333	0.91377
69.00000	0.88235
68.88333	0.84321
68.78333	0.87962
68.66667	0.88670
68.53333	0.86737
68.40000	0.82227
68.30000	0.82179
68.21667	0.80069
68.16667	0.79875
68.11667	0.81389
68.08333	0.84031
68.05000	0.86157
68.01667	0.90587
67.96667	0.91006
67.91667	0.90829
67.86667	0.90136
67.81667	0.90619
67.75000	0.89492
67.68333	0.89427
67.63333	0.88107
67.58333	0.89846
67.51667	0.88864
