Polarization of Light 'Brewsters' Data File Tue, Feb 07, 2023 11:06 AM
Sensor Position (Degrees)	Light Intensity (Volts)
173.85000	0.02347
173.76667	0.02379
173.66667	0.02379
173.58333	0.02234
173.51667	0.02669
173.45000	0.02202
173.40000	0.02121
173.33333	0.02089
173.28333	0.01896
173.21667	0.01654
173.16667	0.02153
173.10000	0.02137
173.03333	0.02363
172.95000	0.02153
172.88333	0.02234
172.83333	0.02314
172.78333	0.02476
172.73333	0.02443
172.68333	0.02476
172.58333	0.02443
172.48333	0.02363
172.36667	0.02604
172.26667	0.02121
172.16667	0.02395
172.08333	0.02443
172.00000	0.02733
171.91667	0.02443
171.83333	0.02395
171.76667	0.02492
171.70000	0.02653
171.61667	0.02476
171.56667	0.02653
171.50000	0.02492
171.43333	0.02669
171.35000	0.03506
171.30000	0.02701
171.23333	0.02588
171.18333	0.02459
171.13333	0.02331
171.06667	0.02186
171.00000	0.02363
170.93333	0.02443
170.85000	0.02669
170.76667	0.02089
170.70000	0.02620
170.61667	0.02250
170.56667	0.02620
170.51667	0.02411
170.45000	0.02508
170.38333	0.02524
170.31667	0.02411
170.21667	0.02314
170.13333	0.02604
170.05000	0.02459
169.96667	0.02331
169.90000	0.02540
169.83333	0.02717
169.78333	0.02862
169.71667	0.02524
169.65000	0.02202
169.60000	0.02588
169.55000	0.02169
169.45000	0.02685
169.35000	0.02073
169.26667	0.02347
169.18333	0.02041
169.10000	0.02685
169.00000	0.01348
168.90000	0.01573
168.80000	0.01364
168.73333	0.01751
168.66667	0.01606
168.61667	0.02008
168.58333	0.01767
168.53333	0.02443
168.48333	0.02556
168.45000	0.02749
168.40000	0.02620
168.35000	0.02556
168.30000	0.02814
168.26667	0.02637
168.21667	0.02524
168.15000	0.02733
168.10000	0.02927
168.05000	0.02798
168.01667	0.02492
167.96667	0.02765
167.91667	0.02733
167.86667	0.02604
167.81667	0.02202
167.76667	0.02105
167.73333	0.02024
167.68333	0.01702
167.65000	0.02057
167.61667	0.02073
167.58333	0.02508
167.53333	0.02717
167.51667	0.02540
167.48333	0.02347
167.45000	0.02637
167.41667	0.02363
167.40000	0.02798
167.36667	0.03345
167.33333	0.02476
167.28333	0.03055
167.23333	0.02620
167.18333	0.02508
167.15000	0.03039
167.11667	0.02894
167.10000	0.02556
167.05000	0.02363
167.00000	0.03023
166.96667	0.03200
166.90000	0.02782
166.81667	0.02814
166.76667	0.02798
166.73333	0.03088
166.68333	0.02943
166.61667	0.02894
166.55000	0.03104
166.46667	0.02830
166.43333	0.02685
166.38333	0.02798
166.35000	0.02814
166.28333	0.02685
166.20000	0.02492
166.10000	0.01928
166.00000	0.01799
165.91667	0.01493
165.81667	0.01799
165.75000	0.01380
165.68333	0.01928
165.63333	0.01332
165.58333	0.01541
165.51667	0.02427
165.45000	0.01960
165.36667	0.01976
165.28333	0.02169
165.16667	0.01751
165.06667	0.01863
164.98333	0.02073
164.93333	0.01928
164.90000	0.01493
164.86667	0.01944
164.85000	0.02556
164.81667	0.02411
164.76667	0.02508
164.70000	0.02540
164.63333	0.03152
164.55000	0.02814
164.48333	0.02878
164.43333	0.02282
164.36667	0.03152
164.33333	0.02524
164.28333	0.02830
164.25000	0.03088
164.23333	0.02991
164.21667	0.02685
164.18333	0.02765
164.15000	0.03088
164.11667	0.03055
164.08333	0.02878
164.06667	0.02830
164.03333	0.02540
164.00000	0.02830
163.96667	0.02717
163.95000	0.02830
163.93333	0.02862
163.91667	0.01928
163.90000	0.01751
163.88333	0.02041
163.85000	0.02765
163.80000	0.02314
163.75000	0.03184
163.68333	0.02878
163.61667	0.02782
163.55000	0.02331
163.50000	0.02620
163.46667	0.02733
163.43333	0.02282
163.40000	0.02508
163.38333	0.02749
163.35000	0.02492
163.28333	0.02878
163.23333	0.02669
163.18333	0.03394
163.13333	0.03200
163.10000	0.02910
163.05000	0.03233
163.03333	0.03039
163.00000	0.02572
162.95000	0.03023
162.88333	0.03152
162.80000	0.02057
162.73333	0.01557
162.63333	0.02218
162.55000	0.01541
162.46667	0.02765
162.38333	0.02492
162.30000	0.02459
162.25000	0.03007
162.18333	0.02540
162.15000	0.02363
162.08333	0.02024
162.03333	0.02556
161.98333	0.02540
161.90000	0.03297
161.83333	0.02894
161.78333	0.03265
161.75000	0.02814
161.70000	0.03055
161.66667	0.03233
161.61667	0.03281
161.55000	0.03168
161.48333	0.03136
161.40000	0.03152
161.33333	0.03216
161.26667	0.03506
161.20000	0.03233
161.13333	0.03506
161.06667	0.03313
161.01667	0.03378
160.95000	0.02733
160.90000	0.03168
160.81667	0.03442
160.75000	0.03297
160.66667	0.03184
160.58333	0.02894
160.50000	0.03490
160.41667	0.03007
160.33333	0.03216
160.26667	0.03072
160.20000	0.03055
160.13333	0.02894
160.03333	0.02443
159.93333	0.02234
159.80000	0.01509
159.68333	0.01509
159.58333	0.01960
159.50000	0.02024
159.41667	0.02250
159.33333	0.02524
159.28333	0.02878
159.21667	0.02637
159.13333	0.03345
159.06667	0.02991
158.98333	0.03200
158.91667	0.03474
158.86667	0.03539
158.80000	0.03539
158.75000	0.03796
158.70000	0.03152
158.65000	0.04038
158.60000	0.03716
158.55000	0.03426
158.48333	0.03249
158.38333	0.03506
158.23333	0.03378
158.10000	0.03571
157.95000	0.02717
157.78333	0.02878
157.65000	0.03378
157.53333	0.03233
157.46667	0.02814
157.40000	0.02927
157.31667	0.02878
157.23333	0.03184
157.16667	0.03539
157.08333	0.03233
157.03333	0.03748
156.96667	0.03829
156.90000	0.03748
156.81667	0.03732
156.71667	0.03329
156.60000	0.03216
156.50000	0.03410
156.38333	0.03635
156.28333	0.03571
156.20000	0.03845
156.11667	0.03619
156.05000	0.03426
155.96667	0.03378
155.90000	0.03861
155.85000	0.03635
155.80000	0.03812
155.75000	0.03603
155.71667	0.03571
155.65000	0.03587
155.58333	0.03426
155.50000	0.03668
155.40000	0.04296
155.28333	0.03764
155.16667	0.03603
155.03333	0.03458
154.90000	0.03184
154.75000	0.02685
154.63333	0.03104
154.53333	0.02331
154.45000	0.02476
154.38333	0.02991
154.30000	0.02427
154.25000	0.02878
154.18333	0.03216
154.15000	0.03748
154.08333	0.03233
154.05000	0.04102
154.00000	0.03249
153.95000	0.04408
153.90000	0.04489
153.83333	0.03764
153.78333	0.04006
153.71667	0.03394
153.66667	0.03651
153.60000	0.04376
153.53333	0.04360
153.45000	0.03812
153.35000	0.04280
153.21667	0.03619
153.08333	0.03925
152.93333	0.04521
152.80000	0.03200
152.66667	0.03329
152.55000	0.03909
152.45000	0.03474
152.36667	0.03490
152.30000	0.03490
152.23333	0.04215
152.15000	0.03764
152.08333	0.04763
152.01667	0.04151
151.95000	0.04006
151.86667	0.03990
151.80000	0.04167
151.71667	0.03603
151.63333	0.03909
151.55000	0.03780
151.48333	0.04070
151.40000	0.03829
151.35000	0.03845
151.31667	0.03941
151.26667	0.03329
151.25000	0.03603
151.21667	0.03571
151.18333	0.03893
151.11667	0.03603
151.03333	0.04215
150.95000	0.03829
150.86667	0.03410
150.78333	0.03136
150.68333	0.04167
150.60000	0.04634
150.53333	0.03861
150.51667	0.04666
150.51667	0.03925
150.50000	0.04666
150.48333	0.03700
150.45000	0.03861
150.41667	0.04264
150.36667	0.04473
150.31667	0.04376
150.25000	0.04586
150.20000	0.04537
150.11667	0.04215
150.03333	0.04119
149.93333	0.04151
149.85000	0.04102
149.78333	0.04312
149.73333	0.04843
149.68333	0.04054
149.63333	0.04086
149.60000	0.04022
149.56667	0.03812
149.51667	0.03829
149.46667	0.03893
149.40000	0.04441
149.35000	0.04247
149.31667	0.04344
149.28333	0.04199
149.25000	0.04876
149.21667	0.04135
149.18333	0.04731
149.15000	0.05021
149.10000	0.04119
149.00000	0.03893
148.91667	0.03796
148.83333	0.03845
148.76667	0.04360
148.70000	0.03378
148.65000	0.04022
148.58333	0.03990
148.53333	0.03716
148.48333	0.04151
148.43333	0.03812
148.38333	0.04860
148.28333	0.04360
148.21667	0.04151
148.13333	0.04264
148.05000	0.03635
147.96667	0.04312
147.90000	0.04006
147.83333	0.04151
147.76667	0.04473
147.70000	0.04102
147.63333	0.03925
147.53333	0.04070
147.43333	0.03764
147.33333	0.03281
147.25000	0.02894
147.20000	0.03732
147.16667	0.02782
147.13333	0.02556
147.10000	0.03539
147.05000	0.03410
147.01667	0.03990
147.00000	0.03410
146.96667	0.03072
146.91667	0.04086
146.86667	0.03812
146.76667	0.03651
146.70000	0.04312
146.63333	0.03490
146.58333	0.03539
146.55000	0.03764
146.50000	0.03990
146.46667	0.03668
146.43333	0.03297
146.41667	0.04199
146.40000	0.04602
146.36667	0.04360
146.35000	0.04376
146.31667	0.04264
146.28333	0.04425
146.25000	0.05085
146.20000	0.04570
146.15000	0.04763
146.11667	0.04827
146.10000	0.04521
146.06667	0.04650
146.03333	0.04843
145.98333	0.05101
145.95000	0.03861
145.91667	0.03796
145.90000	0.04763
145.88333	0.04199
145.85000	0.04827
145.80000	0.05198
145.76667	0.04731
145.71667	0.04843
145.70000	0.04634
145.66667	0.05262
145.65000	0.05439
145.61667	0.04489
145.55000	0.05230
145.45000	0.04747
145.38333	0.05874
145.31667	0.04779
145.26667	0.05504
145.21667	0.05101
145.15000	0.04763
145.06667	0.04328
145.01667	0.05166
144.96667	0.05359
144.93333	0.05520
144.90000	0.04795
144.86667	0.05375
144.81667	0.05697
144.78333	0.05649
144.73333	0.05697
144.70000	0.04956
144.66667	0.05890
144.61667	0.05005
144.56667	0.05069
144.51667	0.05890
144.46667	0.05294
144.41667	0.05246
144.35000	0.05262
144.26667	0.05278
144.18333	0.04666
144.13333	0.03909
144.08333	0.04408
144.03333	0.04167
144.00000	0.04408
143.96667	0.05069
143.91667	0.04827
143.86667	0.04553
143.78333	0.05907
143.71667	0.04811
143.65000	0.05311
143.60000	0.04682
143.55000	0.05053
143.50000	0.05633
143.41667	0.04956
143.33333	0.04956
143.28333	0.05149
143.21667	0.05810
143.13333	0.05456
143.06667	0.05262
142.96667	0.05278
142.86667	0.04827
142.76667	0.04280
142.66667	0.05230
142.58333	0.04489
142.48333	0.04811
142.41667	0.04827
142.35000	0.04811
142.30000	0.04489
142.23333	0.05762
142.18333	0.05407
142.11667	0.05762
142.05000	0.05133
141.96667	0.05085
141.88333	0.05117
141.81667	0.05069
141.75000	0.05391
141.70000	0.05762
141.65000	0.06019
141.60000	0.04956
141.53333	0.05778
141.48333	0.05278
141.41667	0.05536
141.35000	0.05294
141.30000	0.05359
141.23333	0.05665
141.16667	0.06100
141.10000	0.05198
141.01667	0.06245
140.95000	0.01767
140.85000	0.00639
140.73333	0.03603
140.63333	0.03877
140.51667	0.05182
140.41667	0.06132
140.31667	0.05762
140.21667	0.05552
140.15000	0.06164
140.10000	0.06164
140.03333	0.05778
139.98333	0.05729
139.93333	0.05021
139.88333	0.05552
139.83333	0.05488
139.78333	0.05456
139.70000	0.05359
139.58333	0.05021
139.46667	0.05246
139.35000	0.03136
139.21667	0.02459
139.08333	0.01606
138.98333	0.01670
138.88333	0.01573
138.81667	0.01300
138.75000	0.01412
138.70000	0.01638
138.66667	0.02588
138.63333	0.02234
138.60000	0.02411
138.55000	0.02749
138.48333	0.02234
138.41667	0.02798
138.38333	0.03055
138.36667	0.02927
138.33333	0.04022
138.30000	0.03603
138.25000	0.03184
138.21667	0.02218
138.16667	0.02830
138.11667	0.03361
138.06667	0.02218
138.05000	0.03297
138.01667	0.02620
138.00000	0.03619
138.00000	0.03796
137.98333	0.03877
137.98333	0.03539
137.96667	0.04779
137.96667	0.06309
137.95000	0.05423
137.93333	0.05778
137.91667	0.06132
137.86667	0.06422
137.78333	0.05536
137.68333	0.06148
137.58333	0.05987
137.51667	0.05069
137.46667	0.05939
137.43333	0.06035
137.41667	0.05617
137.36667	0.05568
137.30000	0.05633
137.20000	0.06116
137.11667	0.05617
137.03333	0.05697
136.95000	0.06809
136.86667	0.06052
136.75000	0.06519
136.60000	0.05423
136.46667	0.05166
136.35000	0.03249
136.28333	0.03700
136.23333	0.03635
136.20000	0.04795
136.16667	0.04457
136.13333	0.05053
136.10000	0.05923
136.05000	0.05745
135.98333	0.05907
135.93333	0.06648
135.88333	0.05745
135.83333	0.06164
135.78333	0.05907
135.70000	0.07018
135.60000	0.06615
135.48333	0.06164
135.40000	0.06019
135.33333	0.05407
135.26667	0.06052
135.23333	0.06744
135.18333	0.06551
135.16667	0.06438
135.13333	0.07517
135.08333	0.07453
135.01667	0.07324
134.91667	0.06374
134.81667	0.06519
134.73333	0.06970
134.63333	0.07050
134.55000	0.06551
134.48333	0.06905
134.41667	0.05842
134.38333	0.06406
134.33333	0.06809
134.30000	0.06841
134.25000	0.07066
134.20000	0.06003
134.15000	0.06197
134.10000	0.06921
134.03333	0.07308
133.96667	0.07421
133.93333	0.07469
133.91667	0.06905
133.90000	0.07018
133.88333	0.07034
133.85000	0.07308
133.80000	0.07131
133.76667	0.07598
133.73333	0.07823
133.70000	0.07566
133.65000	0.06793
133.61667	0.07695
133.55000	0.07179
133.50000	0.07646
133.43333	0.06889
133.35000	0.06551
133.26667	0.07018
133.20000	0.07066
133.15000	0.06503
133.11667	0.06631
133.08333	0.07517
133.06667	0.07227
133.03333	0.07227
132.98333	0.07115
132.91667	0.06116
132.85000	0.06084
132.78333	0.06680
132.75000	0.07630
132.73333	0.07807
132.68333	0.07099
132.65000	0.07646
132.58333	0.07695
132.53333	0.07985
132.46667	0.07646
132.38333	0.07018
132.30000	0.07115
132.23333	0.07711
132.18333	0.06825
132.15000	0.06889
132.10000	0.06776
132.06667	0.07566
132.03333	0.07582
132.01667	0.08081
132.00000	0.07437
131.95000	0.07082
131.91667	0.07421
131.88333	0.07614
131.85000	0.07276
131.80000	0.07872
131.73333	0.07244
131.65000	0.07340
131.56667	0.07582
131.51667	0.08258
131.46667	0.08033
131.41667	0.07453
131.36667	0.07985
131.30000	0.07759
131.21667	0.07018
131.16667	0.07952
131.11667	0.07630
131.06667	0.08339
131.01667	0.07308
130.95000	0.07131
130.86667	0.07163
130.81667	0.07646
130.76667	0.07920
130.71667	0.08033
130.66667	0.07888
130.63333	0.07759
130.58333	0.07485
130.51667	0.07147
130.45000	0.07791
130.40000	0.07034
130.35000	0.08001
130.30000	0.07968
130.26667	0.07566
130.23333	0.06921
130.18333	0.06696
130.15000	0.06551
130.11667	0.07372
130.08333	0.07550
130.03333	0.07179
129.96667	0.07743
129.90000	0.07437
129.85000	0.08017
129.83333	0.08081
129.80000	0.07646
129.78333	0.07614
129.73333	0.07066
129.71667	0.07421
129.68333	0.07646
129.66667	0.07856
129.61667	0.07485
129.55000	0.08258
129.46667	0.08226
129.38333	0.07936
129.31667	0.08597
129.23333	0.08242
129.18333	0.08210
129.13333	0.08323
129.10000	0.08387
129.05000	0.08323
129.01667	0.08452
128.98333	0.08790
128.96667	0.08049
128.93333	0.08709
128.90000	0.08484
128.86667	0.08919
128.81667	0.08210
128.73333	0.07872
128.65000	0.08532
128.55000	0.08113
128.46667	0.07888
128.38333	0.08146
128.33333	0.07485
128.28333	0.07437
128.18333	0.07356
128.08333	0.07340
128.00000	0.08870
127.95000	0.08790
127.91667	0.08403
127.86667	0.08258
127.83333	0.08097
127.76667	0.08452
127.70000	0.07646
127.61667	0.08468
127.51667	0.08129
127.43333	0.08500
127.38333	0.08178
127.33333	0.06615
127.30000	0.06325
127.25000	0.07276
127.20000	0.07888
127.13333	0.08935
127.10000	0.08097
127.10000	0.09144
127.10000	0.08693
127.11667	0.08339
127.11667	0.08645
127.10000	0.07840
127.10000	0.08564
127.10000	0.08017
127.10000	0.08436
127.10000	0.08307
127.08333	0.08484
127.05000	0.08194
127.01667	0.08774
126.98333	0.08661
126.95000	0.09257
126.88333	0.08291
126.85000	0.08226
126.81667	0.08081
126.78333	0.08307
126.75000	0.07695
126.66667	0.08097
126.58333	0.08468
126.50000	0.08081
126.45000	0.07340
126.40000	0.07308
126.38333	0.07372
126.38333	0.07920
126.35000	0.07662
126.33333	0.07550
126.33333	0.07791
126.31667	0.08129
126.31667	0.08146
126.30000	0.08049
126.26667	0.08291
126.25000	0.08081
126.23333	0.08355
126.20000	0.08307
126.13333	0.09273
126.05000	0.08355
125.93333	0.08226
125.83333	0.08242
125.76667	0.08838
125.71667	0.09289
125.68333	0.08887
125.66667	0.08516
125.65000	0.09225
125.61667	0.08951
125.56667	0.09499
125.46667	0.09563
125.38333	0.08242
125.30000	0.08129
125.23333	0.08323
125.13333	0.08500
125.05000	0.09048
124.95000	0.08645
124.86667	0.09466
124.76667	0.08387
124.68333	0.07936
124.58333	0.06068
124.46667	0.04183
124.36667	0.04811
124.28333	0.05117
124.21667	0.05907
124.15000	0.06084
124.10000	0.06132
124.05000	0.07002
123.98333	0.07678
123.88333	0.08113
123.80000	0.08693
123.71667	0.08597
123.65000	0.08339
123.56667	0.08999
123.48333	0.08774
123.43333	0.09660
123.36667	0.10079
123.31667	0.10095
123.26667	0.09499
123.21667	0.09789
123.16667	0.09434
123.15000	0.09917
123.13333	0.09434
123.08333	0.09305
123.00000	0.09225
122.88333	0.09789
122.76667	0.08452
122.63333	0.08339
122.53333	0.08097
122.46667	0.05939
122.41667	0.06760
122.35000	0.07517
122.31667	0.08097
122.30000	0.07405
122.26667	0.08484
122.23333	0.09354
122.20000	0.09934
122.15000	0.10014
122.11667	0.09708
122.05000	0.10530
121.96667	0.10240
121.90000	0.10336
121.81667	0.10352
121.73333	0.10304
121.66667	0.10449
121.58333	0.10272
121.50000	0.10111
121.40000	0.11045
121.30000	0.10207
121.16667	0.10352
121.05000	0.09950
120.95000	0.09869
120.86667	0.09837
120.80000	0.09773
120.71667	0.09998
120.66667	0.09611
120.61667	0.10594
120.58333	0.09434
120.55000	0.10191
120.50000	0.10594
120.43333	0.10046
120.36667	0.10610
120.30000	0.11126
120.21667	0.10111
120.13333	0.10272
120.05000	0.10884
119.96667	0.10095
119.85000	0.09821
119.73333	0.08935
119.63333	0.08790
119.53333	0.06148
119.45000	0.06841
119.38333	0.05810
119.33333	0.05729
119.28333	0.08758
119.21667	0.11109
119.16667	0.11158
119.11667	0.11351
119.06667	0.11480
119.03333	0.10562
119.00000	0.11416
118.95000	0.11577
118.91667	0.10304
118.86667	0.11383
118.83333	0.10562
118.78333	0.11190
118.73333	0.11126
118.66667	0.11303
118.56667	0.10159
118.46667	0.09386
118.36667	0.09837
118.26667	0.10369
118.15000	0.10191
118.03333	0.09917
117.88333	0.10449
117.73333	0.09547
117.61667	0.10143
117.51667	0.08661
117.41667	0.08274
117.31667	0.08419
117.23333	0.09064
117.18333	0.09483
117.11667	0.09789
117.03333	0.10465
116.90000	0.10417
116.76667	0.11222
116.65000	0.09483
116.53333	0.08919
116.45000	0.09370
116.36667	0.08838
116.28333	0.09160
116.23333	0.09434
116.18333	0.09257
116.15000	0.10207
116.10000	0.11416
116.05000	0.10739
116.00000	0.11142
115.96667	0.11802
115.95000	0.11512
115.91667	0.10916
115.88333	0.11706
115.83333	0.12189
115.78333	0.12527
115.75000	0.12092
115.68333	0.11883
115.63333	0.12865
115.60000	0.12398
115.55000	0.12479
115.51667	0.12511
115.48333	0.12334
115.43333	0.12124
115.36667	0.12833
115.33333	0.12205
115.28333	0.12446
115.23333	0.11528
115.20000	0.10546
115.15000	0.10159
115.08333	0.12446
115.03333	0.13075
114.96667	0.12608
114.90000	0.12591
114.85000	0.12608
114.76667	0.12769
114.65000	0.12817
114.51667	0.13220
114.38333	0.12157
114.26667	0.12237
114.18333	0.13220
114.11667	0.13332
114.03333	0.13300
113.98333	0.12994
113.95000	0.12785
113.91667	0.13397
113.90000	0.12865
113.86667	0.13477
113.81667	0.13268
113.75000	0.13171
113.66667	0.13316
113.60000	0.13510
113.53333	0.13091
113.46667	0.13300
113.41667	0.12833
113.35000	0.13574
113.30000	0.13187
113.26667	0.12962
113.25000	0.13574
113.23333	0.13107
113.20000	0.13606
113.16667	0.13477
113.13333	0.14073
113.11667	0.13494
113.10000	0.13252
113.08333	0.13767
113.06667	0.13912
113.05000	0.13284
113.03333	0.13800
113.03333	0.13123
113.01667	0.13155
113.00000	0.13622
112.96667	0.13574
112.93333	0.13349
112.90000	0.13558
112.83333	0.13461
112.78333	0.13220
112.75000	0.13026
112.71667	0.13864
112.66667	0.13220
112.61667	0.14138
112.53333	0.13091
112.46667	0.13558
112.40000	0.14251
112.35000	0.14347
112.30000	0.13945
112.26667	0.14267
112.25000	0.14041
112.20000	0.13703
112.11667	0.13783
112.05000	0.13655
112.01667	0.14041
112.00000	0.13542
112.00000	0.13945
111.98333	0.14347
111.96667	0.13381
111.95000	0.13397
111.91667	0.13574
111.88333	0.12398
111.81667	0.13558
111.76667	0.13912
111.70000	0.12785
111.66667	0.12285
111.63333	0.13091
111.58333	0.13494
111.51667	0.13139
111.46667	0.12785
111.41667	0.12285
111.35000	0.13026
111.25000	0.12495
111.15000	0.13542
111.03333	0.13429
110.95000	0.14251
110.90000	0.14524
110.85000	0.14396
110.75000	0.13703
110.66667	0.14686
110.63333	0.13671
110.60000	0.14090
110.56667	0.14412
110.55000	0.13767
110.51667	0.14718
110.48333	0.14573
110.43333	0.14041
110.38333	0.14589
110.33333	0.14315
110.28333	0.14299
110.25000	0.14814
110.21667	0.15153
110.16667	0.15169
110.11667	0.14605
110.06667	0.15362
110.00000	0.14476
109.95000	0.15282
109.90000	0.14718
109.83333	0.14476
109.78333	0.14734
109.70000	0.12978
109.65000	0.11061
109.58333	0.08838
109.51667	0.09402
109.43333	0.09773
109.38333	0.10562
109.31667	0.12157
109.26667	0.14122
109.21667	0.14444
109.16667	0.15362
109.10000	0.15668
109.05000	0.14943
108.98333	0.15523
108.93333	0.14879
108.86667	0.15555
108.81667	0.15700
108.80000	0.14879
108.75000	0.15137
108.71667	0.14863
108.68333	0.15861
108.65000	0.15668
108.60000	0.15008
108.53333	0.15910
108.43333	0.15298
108.35000	0.15958
108.28333	0.15088
108.20000	0.16103
108.13333	0.15314
108.10000	0.15475
108.06667	0.14975
108.01667	0.14557
107.95000	0.14830
107.91667	0.15217
107.86667	0.14073
107.78333	0.14090
107.71667	0.15426
107.68333	0.14621
107.65000	0.15974
107.60000	0.16312
107.55000	0.16039
107.46667	0.15072
107.41667	0.15120
107.35000	0.16071
107.26667	0.15861
107.18333	0.15974
107.08333	0.16409
106.96667	0.16908
106.88333	0.15942
106.78333	0.16989
106.66667	0.16409
106.56667	0.16248
106.46667	0.17198
106.36667	0.16522
106.28333	0.16796
106.21667	0.16280
106.16667	0.16248
106.10000	0.16925
106.05000	0.16490
106.01667	0.17021
106.00000	0.16570
105.95000	0.16312
105.90000	0.16393
105.85000	0.17182
105.80000	0.16409
105.73333	0.17070
105.68333	0.17279
105.63333	0.16699
105.58333	0.17343
105.50000	0.16635
105.40000	0.17102
105.30000	0.15475
105.20000	0.13945
105.06667	0.14702
104.98333	0.15072
104.93333	0.14331
104.86667	0.13236
104.81667	0.13880
104.78333	0.14879
104.75000	0.14283
104.71667	0.14524
104.66667	0.15781
104.63333	0.15217
104.58333	0.16667
104.53333	0.16361
104.48333	0.16618
104.45000	0.17472
104.41667	0.16876
104.36667	0.17247
104.28333	0.17118
104.18333	0.17988
104.11667	0.18680
104.05000	0.17907
104.00000	0.17070
103.93333	0.17585
103.90000	0.17698
103.85000	0.17649
103.80000	0.17553
103.75000	0.17810
103.70000	0.18149
103.66667	0.17134
103.63333	0.17343
103.60000	0.16087
103.56667	0.16151
103.53333	0.16538
103.51667	0.15749
103.46667	0.16522
103.41667	0.16699
103.36667	0.17359
103.31667	0.18278
103.25000	0.17666
103.21667	0.17311
103.16667	0.18084
103.11667	0.17456
103.06667	0.17295
103.03333	0.17488
102.96667	0.17682
102.90000	0.16989
102.83333	0.18052
102.76667	0.18310
102.71667	0.18117
102.65000	0.19099
102.56667	0.18600
102.50000	0.18197
102.45000	0.18342
102.38333	0.19035
102.31667	0.18149
102.25000	0.16312
102.18333	0.16119
102.10000	0.16602
102.03333	0.15910
101.95000	0.16474
101.88333	0.17424
101.85000	0.17343
101.81667	0.16393
101.80000	0.16763
101.78333	0.16812
101.75000	0.16570
101.71667	0.18117
101.66667	0.14992
101.63333	0.14508
101.60000	0.12962
101.53333	0.12865
101.46667	0.13236
101.36667	0.14573
101.26667	0.15620
101.18333	0.16103
101.11667	0.16683
101.08333	0.17263
101.05000	0.17666
101.03333	0.17682
101.00000	0.18423
100.93333	0.18020
100.86667	0.18858
100.83333	0.17682
100.80000	0.16602
100.75000	0.16329
100.71667	0.15652
100.68333	0.15475
100.65000	0.16039
100.61667	0.16151
100.58333	0.16119
100.51667	0.16812
100.46667	0.17762
100.41667	0.17794
100.36667	0.17762
100.30000	0.19276
100.23333	0.19518
100.15000	0.19872
100.08333	0.19518
100.01667	0.19840
99.98333	0.20130
99.93333	0.20178
99.91667	0.20726
99.90000	0.19937
99.88333	0.20066
99.88333	0.20565
99.88333	0.19663
99.88333	0.19808
99.88333	0.20629
99.86667	0.19647
99.86667	0.20307
99.85000	0.20404
99.83333	0.21048
99.80000	0.21225
99.76667	0.21113
99.71667	0.20597
99.63333	0.20662
99.51667	0.18584
99.38333	0.16796
99.25000	0.18487
99.10000	0.18326
98.96667	0.17021
98.88333	0.18970
98.81667	0.20807
98.78333	0.22160
98.75000	0.21580
98.71667	0.20807
98.70000	0.20662
98.66667	0.20291
98.63333	0.20742
98.61667	0.21016
98.60000	0.20984
